原句,分词,词频,关键词(TF-IDF),关键词(TextRank),关键词(我们的方法)
,知识,1,,,
,看到,1,,,
,生活,1,,,
,现实,1,,,
,独特,1,,,
,物质,1,,,
,物理性质,1,,,
,演化,1,,,
,深化,1,,,
,深刻影响,1,,,
,浩瀚无垠,1,,,
,活跃,1,,,
,活动,1,,,
,每一项,1,,,
,极大丰富,1,,,
,有识之士,1,,,
,有着,1,,,
,改造,1,,,
,探寻,1,,,
,技术,1,,,
,我们,1,,,
,形态,1,,,
,带来,1,,,
,巨大,1,,,
,实现,1,,,
,宝库,1,,,
,宇宙空间,1,,,
,孜孜,1,,,
,始终,1,,,
,好奇,1,,,
,奥秘,1,,,
,天体,1,,,
,基础科学,1,,,
,地球,1,,,
,吸引,1,,,
,发现,1,,,
,及其,1,,,
,占有,1,,,
,博大精深,1,,,
,化学,1,,,
,前沿,1,,,
,分布,1,,,
,充满,1,,,
,促进,1,,,
,作用,1,,,
,作为,1,,,
,人类文明,1,,,
,交叉,1,,,
,之一,1,,,
,乃至,1,,,
,世世代代,1,,,
,不断,1,,,
,不懈,1,,,
,一门,1,,,
,,,,,
中国作为世界文明古国之一，对于天文学的发展作出了重要贡献。我们的祖先很早就在日出而作、日落而息的劳作中，开始观察和探究宇宙的奥秘。早在2300多年前，中国伟大的诗人屈原就发出了“遂古之初，谁传道之？上下未形，何由考之？”的著名“天问”。公元前十三世纪甚至更早，中华民族的先人就建立了天文台，中国至今仍保存着世界上历时最长、最完整的天象记录。90多年前，中国现代天文学开始起步，1922年中国天文学会成立，1928年中国第一个现代天文研究所诞生，1934年中国紫金山天文台建成。中华人民共和国成立以来、特别是改革开放以来，中国科学院建成了完整的现代化天文台站运行体系，继建成世界上光谱获取率最高的大视场光谱巡天望远镜之后，目前正在建设五百米口径射电望远镜，并在空间天文和南极天文等重要前沿研究领域取得重要进展。,中国,6,天文,天文,发展
,重要,3,建成,建成,建设
,建成,3,中国,中国,我们
,天文,3,天文台,天文台,中国
,世界,3,光谱,光谱,领域
,现代,2,望远镜,望远镜,世界
,望远镜,2,天文学,天文学,研究
,成立,2,五百米,五百米,重要
,开始,2,世界,世界,体系
,完整,2,完整,完整,取得
,天文学,2,日落而息,日落而息,现代化
,天文台,2,中国天文学会,中国天文学会,现代
,多年,2,重要,重要,贡献
,光谱,2,2300,2300,作为
,以来,2,古之初,古之初,建立
,领域,1,,,
,进展,1,,,
,运行,1,,,
,起步,1,,,
,贡献,1,,,
,诞生,1,,,
,诗人,1,,,
,记录,1,,,
,视场,1,,,
,观察,1,,,
,著名,1,,,
,获取,1,,,
,至今,1,,,
,紫金山天文台,1,,,
,第一个,1,,,
,空间,1,,,
,祖先,1,,,
,研究所,1,,,
,研究,1,,,
,目前,1,,,
,甚至,1,,,
,现代化,1,,,
,特别,1,,,
,正在,1,,,
,未形,1,,,
,最高,1,,,
,最长,1,,,
,早就,1,,,
,日落而息,1,,,
,日出而作,1,,,
,文明古国,1,,,
,改革开放,1,,,
,探究,1,,,
,我们,1,,,
,建设,1,,,
,建立,1,,,
,巡天,1,,,
,屈原,1,,,
,射电,1,,,
,对于,1,,,
,宇宙,1,,,
,奥秘,1,,,
,天问,1,,,
,天象,1,,,
,古之初,1,,,
,口径,1,,,
,取得,1,,,
,发展,1,,,
,发出,1,,,
,历时,1,,,
,南极,1,,,
,十三,1,,,
,劳作,1,,,
,前沿,1,,,
,公元前,1,,,
,先人,1,,,
,保存,1,,,
,作出,1,,,
,作为,1,,,
,何由考,1,,,
,体系,1,,,
,传道,1,,,
,伟大,1,,,
,五百米,1,,,
,之后,1,,,
,之一,1,,,
,中国科学院,1,,,
,中国天文学会,1,,,
,中华民族,1,,,
,中华人民共和国,1,,,
,世纪,1,,,
,上下,1,,,
,90,1,,,
,2300,1,,,
,1934,1,,,
,1928,1,,,
,1922,1,,,
,,,,,
天文学的发展，是全人类认识宇宙的智慧结晶。天文学的发展历程，给予我们不少宝贵而深刻的启示。,天文学,2,天文学,天文学,发展
,发展,2,智慧结晶,智慧结晶,我们
,认识,1,全人类,全人类,深刻
,给予,1,启示,启示,认识
,深刻,1,历程,历程,宇宙
,智慧结晶,1,宝贵,宝贵,天文学
,我们,1,宇宙,宇宙,不少
,宝贵,1,发展,发展,全人类
,宇宙,1,深刻,深刻,给予
,启示,1,给予,给予,宝贵
,历程,1,认识,认识,智慧结晶
,全人类,1,不少,不少,启示
,不少,1,我们,我们,历程
,,,,,
第一，科学技术发展是人类认识世界、改造世界的强大动力。科学技术是经济社会发展中最活跃、最具革命性的因素。人类文明每一次重大进步都与科学技术的革命性突破密切相关。现代科学技术的发展正日益深刻地改变着人类的生产方式、生活方式和生存方式，成为经济社会发展的主要驱动力。实现经济社会可持续发展和人的全面发展，最根本的是要依靠科技的持续进步和创新。,发展,6,科学技术,科学技术,创新
,科学技术,4,经济社会,经济社会,科技
,经济社会,3,发展,发展,发展
,革命性,2,革命性,革命性,世界
,进步,2,进步,进步,实现
,方式,2,人类,人类,重大
,持续,2,持续,持续,人类
,人类,2,方式,方式,突破
,世界,2,人类文明,人类文明,科学技术
,驱动力,1,驱动力,驱动力,成为
,重大,1,世界,世界,全面
,认识,1,最具,最具,现代
,第一,1,密切相关,密切相关,经济社会
,突破,1,生产方式,生产方式,持续
,科技,1,生存,生存,动力
,生活,1,,,
,生存,1,,,
,生产方式,1,,,
,现代,1,,,
,深刻,1,,,
,活跃,1,,,
,根本,1,,,
,最具,1,,,
,日益,1,,,
,改造,1,,,
,改变,1,,,
,成为,1,,,
,强大,1,,,
,密切相关,1,,,
,实现,1,,,
,因素,1,,,
,动力,1,,,
,创新,1,,,
,全面,1,,,
,依靠,1,,,
,人类文明,1,,,
,主要,1,,,
,一次,1,,,
,,,,,
第二，科学技术发展需要不懈探索和长期积累。人类对宇宙奥秘的探求同对其他领域发展规律的探索一样，是永无止境的。科学技术作为人类认识世界、改造世界的智慧结晶，是科学家们不懈探索、长期积累的创造性成果。只有心无旁骛地潜心研究，永不停息探索脚步，在巨人的肩膀上持续不懈前进，才能不断攀登世界科学高峰，推动人类进步。,探索,4,不懈,不懈,发展
,人类,3,探索,探索,推动
,世界,3,人类,人类,科学
,不懈,3,科学技术,科学技术,领域
,长期,2,智慧结晶,智慧结晶,世界
,积累,2,世界,世界,人类
,科学技术,2,积累,积累,不断
,发展,2,心无旁骛,心无旁骛,科学技术
,高峰,1,永无止境,永无止境,成果
,领域,1,潜心研究,潜心研究,科学家
,需要,1,长期,长期,需要
,进步,1,停息,停息,探索
,认识,1,探求,探求,持续
,规律,1,攀登,攀登,作为
,脚步,1,巨人,巨人,规律
,肩膀,1,,,
,第二,1,,,
,科学家,1,,,
,科学,1,,,
,潜心研究,1,,,
,永无止境,1,,,
,永不,1,,,
,智慧结晶,1,,,
,改造,1,,,
,攀登,1,,,
,推动,1,,,
,探求,1,,,
,持续,1,,,
,才能,1,,,
,成果,1,,,
,心无旁骛,1,,,
,巨人,1,,,
,宇宙,1,,,
,奥秘,1,,,
,只有,1,,,
,前进,1,,,
,创造性,1,,,
,其他,1,,,
,停息,1,,,
,作为,1,,,
,不断,1,,,
,一样,1,,,
,,,,,
第三，科学技术发展需要持续重视和加强基础研究。天文学是一门观测科学，包括天文学在内的重要基础研究，要求我们尊重科研活动的内在规律和长远价值，以战略眼光对此进行超前部署，加大投资力度和保障力度，为科学家们的前沿探求提供长期稳定的支持，使他们不断有所发现、有所发明、有所创造、有所前进，取得更多对人类有重大贡献的科学成果。,科学,2,天文学,天文学,发展
,研究,2,有所前进,有所前进,加强
,有所,2,有所创造,有所创造,我们
,天文学,2,力度,力度,科学
,基础,2,科研活动,科研活动,研究
,力度,2,科学,科学,重要
,需要,1,战略眼光,战略眼光,基础
,长远,1,有所,有所,人类
,长期,1,探求,探求,不断
,重视,1,基础,基础,科学技术
,重要,1,超前,超前,支持
,重大贡献,1,重大贡献,重大贡献,成果
,部署,1,前沿,前沿,科学家
,进行,1,研究,研究,需要
,超前,1,长远,长远,取得
,规律,1,,,
,观测,1,,,
,要求,1,,,
,第三,1,,,
,稳定,1,,,
,科研活动,1,,,
,科学技术,1,,,
,科学家,1,,,
,有所前进,1,,,
,有所创造,1,,,
,支持,1,,,
,提供,1,,,
,探求,1,,,
,持续,1,,,
,投资,1,,,
,战略眼光,1,,,
,我们,1,,,
,成果,1,,,
,尊重,1,,,
,对此,1,,,
,在内,1,,,
,取得,1,,,
,发现,1,,,
,发明,1,,,
,发展,1,,,
,包括,1,,,
,加强,1,,,
,加大,1,,,
,前沿,1,,,
,内在,1,,,
,保障,1,,,
,价值,1,,,
,他们,1,,,
,人类,1,,,
,不断,1,,,
,一门,1,,,
,,,,,
第四，科学技术发展需要打牢坚实的群众基础。科学技术是一项既造福社会又依赖社会的事业，科学技术发展需要广泛的公众理解和积极的社会参与。应该把科学普及放在与科技创新同等重要的位置，充分发挥教育在科学普及中的重要作用，在全社会、全人类进一步形成讲科学、爱科学、学科学、用科学的浓厚氛围和良好风尚，不断提高民众科学文化素质，不断激发人们创新创造的无穷动力和蓬勃活力。,科学,5,科学,科学,创新
,社会,4,科学普及,科学普及,科技
,科学技术,3,科学技术,科学技术,发展
,需要,2,社会,社会,科学
,重要,2,打牢,打牢,重要
,科学普及,2,创新,创新,基础
,发展,2,文化素质,文化素质,社会
,创新,2,风尚,风尚,提高
,不断,2,不断,不断,作用
,风尚,1,蓬勃,蓬勃,形成
,造福,1,造福,造福,不断
,进一步,1,全人类,全人类,科学技术
,蓬勃,1,需要,需要,积极
,良好,1,无穷,无穷,需要
,群众,1,同等,同等,创造
,第四,1,,,
,积极,1,,,
,科技,1,,,
,理解,1,,,
,激发,1,,,
,浓厚,1,,,
,活力,1,,,
,氛围,1,,,
,民众,1,,,
,无穷,1,,,
,文化素质,1,,,
,教育,1,,,
,放在,1,,,
,提高,1,,,
,打牢,1,,,
,形成,1,,,
,应该,1,,,
,广泛,1,,,
,基础,1,,,
,坚实,1,,,
,同等,1,,,
,参与,1,,,
,动力,1,,,
,创造,1,,,
,公众,1,,,
,全人类,1,,,
,充分发挥,1,,,
,依赖,1,,,
,作用,1,,,
,位置,1,,,
,人们,1,,,
,事业,1,,,
,一项,1,,,
,,,,,
第五，科学技术发展需要开展广泛务实的国际合作。科学无国界。广袤的宇宙空间，是人类的共同家园；不懈探索浩瀚宇宙，是人类的共同追求；蓬勃发展的天文科学，是人类的共同财富。当今时代，科学技术问题越来越具有全球性，除了天文学等基础研究领域的国际交流合作以外，解决人类共同面临的能源资源、生态环境、气候变化、自然灾害、粮食安全、人口健康等重大问题，也都需要开展多种形式的国际和地区科技交流合作，以共同推进人类科技创新、文明进步和可持续发展，造福于全人类。,共同,5,人类,人类,创新
,人类,5,共同,共同,科技
,合作,3,合作,合作,发展
,需要,2,科学技术,科学技术,合作
,问题,2,无国界,无国界,科学
,科学技术,2,科技交流,科技交流,领域
,科学,2,开展,开展,研究
,开展,2,科学,科学,国际
,国际,2,国际交流,国际交流,基础
,发展,2,浩瀚,浩瀚,推进
,领域,1,广袤,广袤,重大
,面临,1,粮食安全,粮食安全,人类
,除了,1,宇宙空间,宇宙空间,资源
,重大,1,造福,造福,问题
,造福,1,全人类,全人类,科学技术
,追求,1,,,
,进步,1,,,
,越来越,1,,,
,资源,1,,,
,财富,1,,,
,解决,1,,,
,蓬勃发展,1,,,
,自然灾害,1,,,
,能源,1,,,
,粮食安全,1,,,
,第五,1,,,
,科技交流,1,,,
,科技,1,,,
,研究,1,,,
,生态环境,1,,,
,浩瀚,1,,,
,气候变化,1,,,
,时代,1,,,
,无国界,1,,,
,文明,1,,,
,推进,1,,,
,探索,1,,,
,持续,1,,,
,当今,1,,,
,广袤,1,,,
,广泛,1,,,
,家园,1,,,
,宇宙空间,1,,,
,宇宙,1,,,
,天文学,1,,,
,天文,1,,,
,多种形式,1,,,
,基础,1,,,
,地区,1,,,
,国际交流,1,,,
,务实,1,,,
,创新,1,,,
,具有,1,,,
,全球性,1,,,
,全人类,1,,,
,健康,1,,,
,以外,1,,,
,人口,1,,,
,不懈,1,,,
,,,,,
当今世界是开放的世界，各国相互依存程度日益加深。改革开放30多年来，中国不但打开国门搞建设，也打开国门开展科技交流合作。特别是进入21世纪以来，世界自然科学界和工程科学界相继在中国召开了包括国际数学家大会、世界工程师大会等在内的一系列重要国际学术交流盛会。这极大开阔了中国科技界的国际视野，加深了国际科技界对中国的了解和认识，促进了中国和国际科技界的相互交流、借鉴与合作，也为中国科技界对世界科技发展作出贡献创造了有利条件。,中国,6,科技界,科技界,科技
,国际,5,国际,国际,发展
,科技界,4,国门,国门,建设
,世界,4,中国,中国,合作
,打开,2,世界,世界,中国
,大会,2,加深,加深,世界
,国门,2,科技交流,科技交流,国际
,合作,2,大会,大会,重要
,加深,2,打开,打开,促进
,重要,1,30,30,创造
,进入,1,21,21,各国
,认识,1,合作,合作,开放
,视野,1,学术交流,学术交流,开展
,自然科学,1,相互依存,相互依存,交流
,程度,1,科学界,科学界,工程
,科技交流,1,,,
,科技,1,,,
,科学界,1,,,
,相继,1,,,
,相互依存,1,,,
,相互,1,,,
,盛会,1,,,
,特别,1,,,
,极大,1,,,
,有利条件,1,,,
,日益,1,,,
,数学家,1,,,
,改革开放,1,,,
,当今世界,1,,,
,开阔,1,,,
,开放,1,,,
,开展,1,,,
,建设,1,,,
,工程师,1,,,
,工程,1,,,
,学术交流,1,,,
,多年,1,,,
,在内,1,,,
,各国,1,,,
,召开,1,,,
,发展,1,,,
,包括,1,,,
,创造,1,,,
,借鉴,1,,,
,促进,1,,,
,作出贡献,1,,,
,以来,1,,,
,交流,1,,,
,了解,1,,,
,世纪,1,,,
,不但,1,,,
,一系列,1,,,
,30,1,,,
,21,1,,,
,,,,,
我相信，国际天文学联合会第28届大会在中国的召开，必将对增进中国天文学家与各国天文学家的友谊、促进中国与国际天文学界的交流合作、推动中国天文学及相关学科发展产生积极影响；同时必将激励包括中国在内的世界各国充满好奇和求知欲望的年轻人，把他们关注的目光投向灿烂星空，激发他们投身天文观察和天文学研究的浓厚兴趣，投身当今世界科学技术的创新实践。,中国,5,天文学,天文学,创新
,天文学,3,投身,投身,发展
,投身,2,天文学家,天文学家,推动
,必将,2,中国,中国,合作
,天文学家,2,必将,必将,中国
,各国,2,28,28,世界
,他们,2,各国,各国,研究
,观察,1,国际天文学联合会,国际天文学联合会,国际
,积极,1,求知,求知,促进
,科学技术,1,浓厚兴趣,浓厚兴趣,科学技术
,研究,1,星空,星空,积极
,相关,1,当今世界,当今世界,各国
,相信,1,增进,增进,交流
,目光,1,灿烂,灿烂,激发
,灿烂,1,友谊,友谊,同时
,激发,1,,,
,激励,1,,,
,浓厚兴趣,1,,,
,求知,1,,,
,欲望,1,,,
,星空,1,,,
,推动,1,,,
,投向,1,,,
,影响,1,,,
,当今世界,1,,,
,年轻人,1,,,
,实践,1,,,
,学科,1,,,
,好奇,1,,,
,天文,1,,,
,大会,1,,,
,增进,1,,,
,在内,1,,,
,国际天文学联合会,1,,,
,国际,1,,,
,同时,1,,,
,合作,1,,,
,召开,1,,,
,发展,1,,,
,友谊,1,,,
,包括,1,,,
,创新,1,,,
,关注,1,,,
,充满,1,,,
,促进,1,,,
,产生,1,,,
,交流,1,,,
,世界,1,,,
,28,1,,,
,,,,,
知识就是力量、就是财富。知识可以改变一个人的命运，也可以改变一个民族、一个国家的命运。古今中外，传承知识、创新知识、学习知识、运用知识，始终与历史进步相伴、与社会发展共存，是人类提高自己的重要阶梯，是国家发展兴盛的重要基础。,知识,6,知识,知识,创新
,一个,3,命运,命运,发展
,重要,2,改变,改变,国家
,改变,2,古今中外,古今中外,重要
,就是,2,共存,共存,基础
,国家,2,阶梯,阶梯,社会
,命运,2,传承,传承,人类
,可以,2,相伴,相伴,提高
,发展,2,一个,一个,力量
,阶梯,1,兴盛,兴盛,一个
,进步,1,重要,重要,自己
,运用,1,国家,国家,知识
,财富,1,就是,就是,进步
,自己,1,发展,发展,运用
,社会,1,可以,可以,就是
,相伴,1,,,
,民族,1,,,
,提高,1,,,
,学习,1,,,
,始终,1,,,
,基础,1,,,
,古今中外,1,,,
,历史,1,,,
,力量,1,,,
,创新,1,,,
,兴盛,1,,,
,共存,1,,,
,传承,1,,,
,人类,1,,,
,,,,,
高等院校蕴藏着开展科普教育活动最为丰富的人才资源，在面向社会公众开展科普活动方面具有不可替代的优势，要把这一优势进一步发挥好。各级科协组织要进一步突出科普工作的大众性、基层性、基础性，让科普活动更多地走进社区、走进乡村，走进生产、走进生活。各级党委和政府要坚持把抓科普工作放在与抓科技创新同等重要的位置，支持科协、科研、教育等机构广泛开展科普宣传和教育活动，不断提高我国公民科学素质，为实现到我们党成立100周年时进入创新型国家行列、到新中国成立100周年时建成科技强国的宏伟目标，奠定更为坚实的群众基础、社会基础。,走进,4,科普,科普,创新
